id,name,img,artist,genre(s),mc rating,usr rating
/music/two-thousand-and-ten-injuries/love-is-all,Two Thousand And Ten Injuries,http://static.metacritic.com/images/products/music/1/4321f4c6ad191fbf2421654f4c1c8390-98.jpg,Love Is All,"Indie,Rock,Pop",74,
/music/burning-feeling/lovelock,Burning Feeling,http://static.metacritic.com/images/products/music/3/35d9265115deb835ed65f7a2a6bf2da9-98.jpg,Lovelock,"Electronic,Pop/Rock,Club/Dance",71,
/music/ocd-go-go-go-girls/lovvers,OCD Go Go Go Girls,http://static.metacritic.com/images/products/music/6/7ce2209495190bd15f5bb10292758572-98.jpg,Lovvers,"Rock,Punk",66,
/music/things-we-lost-in-the-fire/low,Things We Lost In The Fire,http://static.metacritic.com/images/products/music/9/c9ec1b78874f60080c8fe87b4b1a461a-98.jpg,Low,"Indie,Rock,Alternative",87,8.8
/music/trust/low,Trust,http://static.metacritic.com/images/products/music/0/f0d5a698e53965c62eeaf8f1049b65c1-98.jpg,Low,"Indie,Rock",76,8.6
/music/a-lifetime-of-temporary-relief/low,A Lifetime Of Temporary Relief,http://static.metacritic.com/images/products/music/8/112bfe99caec8d1b48b7089d6aa5329f-98.jpg,Low,"Indie,Rock",80,
/music/the-great-destroyer/low,The Great Destroyer,http://static.metacritic.com/images/products/music/5/3d7c2d211fc85e470a2a5bd61a63f6be-98.jpg,Low,"Indie,Rock",82,8.2
/music/drums-and-guns/low,Drums And Guns,http://static.metacritic.com/images/products/music/4/770c30ad75d13b20c1f870dbcaf99ad3-98.jpg,Low,"Indie,Rock",81,8.2
/music/cmon-2011/low,C'mon,http://static.metacritic.com/images/products/music/2/9eb0812bb99c06fb406404b1f4a7377a-98.jpg,Low,"Pop/Rock,Alternative/Indie Rock,Alternative Pop/Rock",80,7.6
/music/the-invisible-way/low,The Invisible Way,http://static.metacritic.com/images/products/music/5/caaa3d7cf4daa6ce6cb71031e39b6e49-98.jpg,Low,"Pop/Rock,Alternative/Indie Rock",80,8.4
/music/ones-and-sixes/low,Ones and Sixes,http://static.metacritic.com/images/products/music/8/cb85cd920264399687c6d3653a87ad01-98.jpg,Low,"Pop/Rock,Alternative/Indie Rock,Indie Rock",78,8.4
/music/call-me-sylvia/low-cut-connie,Call Me Sylvia,http://static.metacritic.com/images/products/music/6/8dfdd00d566e5d2ae731716455dcd96b-98.jpg,Low Cut Connie,Pop/Rock,80,
/music/hi-honey/low-cut-connie,Hi Honey,http://static.metacritic.com/images/products/music/2/30b1e37129fbcf17f98771970a766e25-98.jpg,Low Cut Connie,"Pop/Rock,Alternative/Indie Rock,Rock & Roll",80,
/music/dirty-pictures-pt-1/low-cut-connie,"Dirty Pictures, Pt. 1",http://static.metacritic.com/images/products/music/4/2d9065293714d247df670133f1912255-98.jpg,Low Cut Connie,Pop/Rock,79,
